CAL_105502_P001_WB07	 1.2.13	4.Norquay	S	High	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772
CAL_105502_P001_WB08	 4.2.13	6.Canmore	S	High	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121
CAL_105502_P001_WB09	 7.2.15	7.Yates	N	High	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617
CAL_105502_P001_WB10	 2.2.5	5.Cascade	Valley	Low	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111
CAL_105502_P001_WB11	 7.2.4	7.Yates	N	High	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617
CAL_105502_P001_WB12	 7.2.13	7.Yates	N	High	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617
CAL_105502_P001_WC01	 1.2.1	4.Norquay	S	High	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772
CAL_105502_P001_WC02	 9.3.9	2.Cathedral	N	High	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873
CAL_105502_P001_WC03	 6.1.5	8.Old Baldy	N	High	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322
CAL_105502_P001_WC04	 1.3.9	4.Norquay	Valley	Low	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772
CAL_105502_P001_WC05	 8.3.1	1.Emerald	Valley	Low	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82
CAL_105502_P001_WC06	 7.3.1	7.Yates	Valley	Low	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617
CAL_105502_P001_WC07	 9.1.9	2.Cathedral	Valley	Low	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873
CAL_105502_P001_WC08	 1.3.5	4.Norquay	Valley	Low	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772
CAL_105502_P001_WC09	 7.3.5	7.Yates	Valley	Low	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617
CAL_105502_P001_WC10	 9.1.5	2.Cathedral	Valley	Low	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873
CAL_105502_P001_WC11	 1.3.1	4.Norquay	Valley	Low	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772
CAL_105502_P001_WC12	 3.2.13	3.Bell	N	High	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548
CAL_105502_P001_WD01	 7.1.5	7.Yates	S	High	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617
CAL_105502_P001_WD02	 6.2.13	8.Old Baldy	S	High	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322
CAL_105502_P001_WD03	 1.1.13	4.Norquay	N	High	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772
CAL_105502_P001_WD04	 6.3.9	8.Old Baldy	Valley	Low	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322
CAL_105502_P001_WD05	 2.3.10	5.Cascade	S	High	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111
CAL_105502_P001_WD06	 6.3.5	8.Old Baldy	Valley	Low	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322
CAL_105502_P001_WD07	 8.1.5	1.Emerald	S	High	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82
CAL_105502_P001_WD08	 2.2.9	5.Cascade	Valley	Low	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111
CAL_105502_P001_WD09	 4.2.1	6.Canmore	S	High	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121
CAL_105502_P001_WD10	 9.2.13	2.Cathedral	S	High	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873
CAL_105502_P001_WD11	 8.1.1	1.Emerald	S	High	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82
CAL_105502_P001_WD12	 8.2.1	1.Emerald	N	High	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82
CAL_105502_P001_WE01	 8.1.13	1.Emerald	S	High	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82
CAL_105502_P001_WE02	 3.1.13	3.Bell	Valley	Low	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548
CAL_105502_P001_WE03	 8.2.13	1.Emerald	N	High	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82
CAL_105502_P001_WE04	 2.2.13	5.Cascade	Valley	Low	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111
CAL_105502_P001_WE05	 6.1.13	8.Old Baldy	N	High	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322
CAL_105502_P001_WE06	 1.1.5	4.Norquay	N	High	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772
CAL_105502_P001_WE07	 3.1.9	3.Bell	Valley	Low	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548
CAL_105502_P001_WE08	 6.3.13	8.Old Baldy	Valley	Low	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322
CAL_105502_P001_WE09	 2.3.1	5.Cascade	S	High	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111
CAL_105502_P001_WE10	 1.1.9	4.Norquay	N	High	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772
CAL_105502_P001_WE11	 8.2.5	1.Emerald	N	High	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82
CAL_105502_P001_WE12	 2.3.14	5.Cascade	S	High	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111
CAL_105502_P001_WF01	 1.2.9	4.Norquay	S	High	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772
CAL_105502_P001_WF02	 7.1.1	7.Yates	S	High	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617
CAL_105502_P001_WF03	 1.2.5	4.Norquay	S	High	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772
CAL_105502_P001_WF04	 3.1.5	3.Bell	Valley	Low	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548
CAL_105502_P001_WF05	 9.2.5	2.Cathedral	S	High	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873
CAL_105502_P001_WF06	 4.2.5	6.Canmore	S	High	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121
CAL_105502_P001_WF07	 6.2.1	8.Old Baldy	S	High	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322
CAL_105502_P001_WF08	 2.1.1	5.Cascade	N	High	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111
CAL_105502_P001_WF09	 3.1.1	3.Bell	Valley	Low	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548
CAL_105502_P001_WF10	 7.3.13	7.Yates	Valley	Low	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617
CAL_105502_P001_WF11	 9.3.5	2.Cathedral	N	High	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873
CAL_105502_P001_WF12	 4.3.13	6.Canmore	Valley	Low	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121
CAL_105502_P001_WG01	 2.1.5	5.Cascade	N	High	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111
CAL_105502_P001_WG02	 3.3.5	3.Bell	S	High	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548
CAL_105502_P001_WG03	 4.1.13	6.Canmore	N	High	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121
CAL_105502_P001_WG04	 7.1.9	7.Yates	S	High	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617
CAL_105502_P001_WG05	 2.1.13	5.Cascade	N	High	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111
CAL_105502_P001_WG06	 3.3.9	3.Bell	S	High	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548
CAL_105502_P001_WG07	 4.1.9	6.Canmore	N	High	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121
CAL_105502_P001_WG08	 4.3.9	6.Canmore	Valley	Low	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121
CAL_105502_P001_WG09	 4.3.1	6.Canmore	Valley	Low	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121
CAL_105502_P001_WG10	 9.3.13	2.Cathedral	N	High	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873
CAL_105502_P001_WG11	 2.1.9	5.Cascade	N	High	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111
CAL_105502_P001_WG12	 4.3.5	6.Canmore	Valley	Low	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121
CAL_105502_P001_WH01	 1.1.1	4.Norquay	N	High	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772
CAL_105502_P001_WH02	 4.1.5	6.Canmore	N	High	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121
CAL_105502_P001_WH03	 6.3.1	8.Old Baldy	Valley	Low	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322
CAL_105502_P001_WH04	 4.2.9	6.Canmore	S	High	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121
CAL_105502_P001_WH05	 1.3.13	4.Norquay	Valley	Low	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772
CAL_105502_P001_WH06	 3.2.5	3.Bell	N	High	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548
CAL_105502_P001_WH07	 6.1.1	8.Old Baldy	N	High	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322
CAL_105502_P001_WH08	 3.3.1	3.Bell	S	High	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548
CAL_105502_P001_WH09	 8.3.5	1.Emerald	Valley	Low	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82
CAL_105502_P001_WH10	 3.2.9	3.Bell	N	High	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548
CAL_105502_P001_WH11	 9.1.1	2.Cathedral	Valley	Low	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873
CAL_105502_P001_WH12	 8.3.13	1.Emerald	Valley	Low	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82
CAL_105502_P002_WA01	 9.3.10	2.Cathedral	N	High	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873
CAL_105502_P002_WA02	 7.2.6	7.Yates	N	High	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617
CAL_105502_P002_WA03	 9.3.6	2.Cathedral	N	High	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873
CAL_105502_P002_WA04	 9.2.6	2.Cathedral	S	High	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873
CAL_105502_P002_WA05	 1.1.2	4.Norquay	N	High	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772
CAL_105502_P002_WA06	 8.2.2	1.Emerald	N	High	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82
CAL_105502_P002_WA07	 9.3.2	2.Cathedral	N	High	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873
CAL_105502_P002_WA08	 7.2.3	7.Yates	N	High	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617
CAL_105502_P002_WA09	 4.2.10	6.Canmore	S	High	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121
CAL_105502_P002_WA10	 3.1.6	3.Bell	Valley	Low	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548
CAL_105502_P002_WA11	 4.2.6	6.Canmore	S	High	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121
CAL_105502_P002_WA12	 6.2.14	8.Old Baldy	S	High	-115.131753	50.892411	107	187	161	113	7.699999809	18.10000038	6.099999905	-5	-4.400000095	4.900000095	-5.800000191	-15.89999962	0.322
CAL_105502_P002_WB01	 8.1.10	1.Emerald	S	High	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82
CAL_105502_P002_WB02	 8.2.6	1.Emerald	N	High	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82
CAL_105502_P002_WB03	 7.2.19	7.Yates	N	High	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617
CAL_105502_P002_WB04	 4.2.14	6.Canmore	S	High	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121
CAL_105502_P002_WB05	 8.3.6	1.Emerald	Valley	Low	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82
CAL_105502_P002_WB06	 9.1.2	2.Cathedral	Valley	Low	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873
CAL_105502_P002_WB07	 8.3.10	1.Emerald	Valley	Low	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82
CAL_105502_P002_WB08	 7.1.6	7.Yates	S	High	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617
CAL_105502_P002_WB09	 1.1.10	4.Norquay	N	High	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772
CAL_105502_P002_WB10	 9.2.14	2.Cathedral	S	High	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873
CAL_105502_P002_WB11	 8.3.14	1.Emerald	Valley	Low	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82
CAL_105502_P002_WB12	 7.1.2	7.Yates	S	High	-115.053825	51.038728	118	213	177	93	9.100000381	19.5	7.800000191	-3.599999905	-3.400000095	5.599999905	-4.800000191	-15.10000038	0.0617
CAL_105502_P002_WC01	 4.3.10	6.Canmore	Valley	Low	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121
CAL_105502_P002_WC02	 9.1.6	2.Cathedral	Valley	Low	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873
CAL_105502_P002_WC03	 1.3.6	4.Norquay	Valley	Low	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772
CAL_105502_P002_WC04	 9.3.14	2.Cathedral	N	High	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873
CAL_105502_P002_WC05	 2.1.10	5.Cascade	N	High	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111
CAL_105502_P002_WC06	 4.3.6	6.Canmore	Valley	Low	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121
CAL_105502_P002_WC07	 1.2.14	4.Norquay	S	High	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772
CAL_105502_P002_WC08	 9.2.10	2.Cathedral	S	High	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873
CAL_105502_P002_WC09	 1.3.10	4.Norquay	Valley	Low	-115.586944	51.190178	81	127	89	70	7.400000095	18.39999962	6.599999905	-5	-4.5	4.599999905	-5.5	-16	0.0772
CAL_105502_P002_WC10	 2.2.2	5.Cascade	Valley	Low	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111
CAL_105502_P002_WC11	 4.3.2	6.Canmore	Valley	Low	-115.329208	51.050556	98	183	144	88	7.800000191	18.29999924	6.5	-4.800000191	-4.400000095	4.800000191	-5.5	-16	0.121
CAL_105502_P002_WC12	 2.1.6	5.Cascade	N	High	-115.504167	51.248633	108	163	111	102	7	17.79999924	6.099999905	-5.199999809	-4.699999809	4.5	-5.800000191	-16.29999924	0.111
CAL_105502_P002_WD01	 3.1.2	3.Bell	Valley	Low	-116.024544	51.305969	158	182	118	187	5.699999809	17.60000038	6	-6	-5.099999905	4.199999809	-5.900000095	-17.10000038	0.548
CAL_105502_P002_WD02	 8.1.14	1.Emerald	S	High	-116.540603	51.435322	204	247	137	262	5.099999905	16.89999962	5.5	-6.199999809	-4.800000191	4.300000191	-5.699999809	-15.80000019	0.82
CAL_105502_P002_WD03	 9.1.10	2.Cathedral	Valley	Low	-116.327133	51.445664	297	291	200	350	2.200000048	14.30000019	3.299999952	-7.800000191	-5.5	3.700000048	-6.699999809	-16.60000038	0.873
